rep,trial_number,attempt_id,status
57,1,r57t01a1,ok
57,2,r57t02a1,ok
57,3,r57t03a1,ok
57,4,r57t04a1,ok
57,5,r57t05a1,ok
57,6,r57t06a1,ok
57,7,r57t07a1,ok
57,8,r57t08a1,ok
57,9,r57t09a1,ok
57,10,r57t10a1,ok
57,11,r57t11a1,ok
57,12,r57t12a1,ok
57,13,r57t13a1,ok
57,14,r57t14a1,ok
57,15,r57t15a1,ok
57,16,r57t16a1,ok
57,17,r57t17a1,ok
57,18,r57t18a1,ok
57,19,r57t19a1,ok
57,20,r57t20a1,ok
57,21,r57t21a1,ok
57,22,r57t22a1,ok
57,23,r57t23a1,ok
57,24,r57t24a1,ok
57,25,r57t25a1,ok
57,26,r57t26a1,ok
57,27,r57t27a1,ok
57,28,r57t28a1,ok
57,29,r57t29a1,ok
57,30,r57t30a1,ok
57,31,r57t31a1,ok
57,32,r57t32a1,ok
57,33,r57t33a1,ok
57,34,r57t34a1,ok
57,35,r57t35a1,ok
57,36,r57t36a1,ok
