rep,trial_number,attempt_id,status
71,1,r71t01a1,ok
71,2,r71t02a1,ok
71,3,r71t03a1,ok
71,4,r71t04a1,ok
71,5,r71t05a1,ok
71,6,r71t06a1,ok
71,7,r71t07a1,ok
71,8,r71t08a1,ok
71,9,r71t09a1,ok
71,10,r71t10a1,ok
71,11,r71t11a1,ok
71,12,r71t12a1,ok
71,13,r71t13a1,ok
71,14,r71t14a1,ok
71,15,r71t15a1,ok
71,16,r71t16a1,ok
71,17,r71t17a1,ok
71,18,r71t18a1,ok
71,19,r71t19a1,ok
71,20,r71t20a1,ok
71,21,r71t21a1,ok
71,22,r71t22a1,ok
71,23,r71t23a1,ok
71,24,r71t24a1,ok
71,25,r71t25a1,ok
71,26,r71t26a1,ok
71,27,r71t27a1,ok
71,28,r71t28a1,ok
71,29,r71t29a1,ok
71,30,r71t30a1,ok
71,31,r71t31a1,ok
71,32,r71t32a1,ok
71,33,r71t33a1,ok
71,34,r71t34a1,ok
71,35,r71t35a1,ok
71,36,r71t36a1,ok
