rep,trial_number,attempt_id,status
103,1,r103t01a1,ok
103,2,r103t02a1,ok
103,3,r103t03a1,ok
103,4,r103t04a1,ok
103,5,r103t05a1,ok
103,6,r103t06a1,ok
103,7,r103t07a1,ok
103,8,r103t08a1,ok
103,9,r103t09a1,ok
103,10,r103t10a1,ok
103,11,r103t11a1,ok
103,12,r103t12a1,ok
103,13,r103t13a1,ok
103,14,r103t14a1,ok
103,15,r103t15a1,ok
103,16,r103t16a1,ok
103,17,r103t17a1,ok
103,18,r103t18a1,ok
103,19,r103t19a1,ok
103,20,r103t20a1,ok
103,21,r103t21a1,ok
103,22,r103t22a1,ok
103,23,r103t23a1,ok
103,24,r103t24a1,ok
103,25,r103t25a1,ok
103,26,r103t26a1,ok
103,27,r103t27a1,ok
103,28,r103t28a1,ok
103,29,r103t29a1,ok
103,30,r103t30a1,ok
103,31,r103t31a1,ok
103,32,r103t32a1,ok
103,33,r103t33a1,ok
103,34,r103t34a1,ok
103,35,r103t35a1,ok
103,36,r103t36a1,ok
