rep,trial_number,attempt_id,status
245,1,r245t01a1,ok
245,2,r245t02a1,ok
245,3,r245t03a1,ok
245,4,r245t04a1,ok
245,5,r245t05a1,ok
245,6,r245t06a1,ok
245,7,r245t07a1,ok
245,8,r245t08a1,ok
245,9,r245t09a1,ok
245,10,r245t10a1,ok
245,11,r245t11a1,ok
245,12,r245t12a1,ok
245,13,r245t13a1,ok
245,14,r245t14a1,ok
245,15,r245t15a1,ok
245,16,r245t16a1,ok
245,17,r245t17a1,ok
245,18,r245t18a1,ok
245,19,r245t19a1,ok
245,20,r245t20a1,ok
245,21,r245t21a1,ok
245,22,r245t22a1,ok
245,23,r245t23a1,ok
245,24,r245t24a1,ok
245,25,r245t25a1,ok
245,26,r245t26a1,ok
245,27,r245t27a1,ok
245,28,r245t28a1,ok
245,29,r245t29a1,ok
245,30,r245t30a1,ok
245,31,r245t31a1,ok
245,32,r245t32a1,ok
245,33,r245t33a1,ok
245,34,r245t34a1,ok
245,35,r245t35a1,ok
245,36,r245t36a1,ok
