rep,trial_number,attempt_id,status
236,1,r236t01a1,ok
236,2,r236t02a1,ok
236,3,r236t03a1,ok
236,4,r236t04a1,ok
236,5,r236t05a1,ok
236,6,r236t06a1,ok
236,7,r236t07a1,ok
236,8,r236t08a1,ok
236,9,r236t09a1,ok
236,10,r236t10a1,ok
236,11,r236t11a1,ok
236,12,r236t12a1,ok
236,13,r236t13a1,ok
236,14,r236t14a1,ok
236,15,r236t15a1,ok
236,16,r236t16a1,ok
236,17,r236t17a1,ok
236,18,r236t18a1,ok
236,19,r236t19a1,ok
236,20,r236t20a1,ok
236,21,r236t21a1,ok
236,22,r236t22a1,ok
236,23,r236t23a1,ok
236,24,r236t24a1,ok
236,25,r236t25a1,ok
236,26,r236t26a1,ok
236,27,r236t27a1,ok
236,28,r236t28a1,ok
236,29,r236t29a1,ok
236,30,r236t30a1,ok
236,31,r236t31a1,ok
236,32,r236t32a1,ok
236,33,r236t33a1,ok
236,34,r236t34a1,ok
236,35,r236t35a1,ok
236,36,r236t36a1,ok
