rep,trial_number,attempt_id,status
234,1,r234t01a1,ok
234,2,r234t02a1,ok
234,3,r234t03a1,ok
234,4,r234t04a1,ok
234,5,r234t05a1,ok
234,6,r234t06a1,ok
234,7,r234t07a1,ok
234,8,r234t08a1,ok
234,9,r234t09a1,ok
234,10,r234t10a1,ok
234,11,r234t11a1,ok
234,12,r234t12a1,ok
234,13,r234t13a1,ok
234,14,r234t14a1,ok
234,15,r234t15a1,ok
234,16,r234t16a1,ok
234,17,r234t17a1,ok
234,18,r234t18a1,ok
234,19,r234t19a1,ok
234,20,r234t20a1,ok
234,21,r234t21a1,ok
234,22,r234t22a1,ok
234,23,r234t23a1,ok
234,24,r234t24a1,ok
234,25,r234t25a1,ok
234,26,r234t26a1,ok
234,27,r234t27a1,ok
234,28,r234t28a1,ok
234,29,r234t29a1,ok
234,30,r234t30a1,ok
234,31,r234t31a1,ok
234,32,r234t32a1,ok
234,33,r234t33a1,ok
234,34,r234t34a1,ok
234,35,r234t35a1,ok
234,36,r234t36a1,ok
