rep,trial_number,attempt_id,status
180,1,r180t01a1,ok
180,2,r180t02a1,ok
180,3,r180t03a1,ok
180,4,r180t04a1,ok
180,5,r180t05a1,ok
180,6,r180t06a1,ok
180,7,r180t07a1,ok
180,8,r180t08a1,ok
180,9,r180t09a1,ok
180,10,r180t10a1,ok
180,11,r180t11a1,ok
180,12,r180t12a1,ok
180,13,r180t13a1,ok
180,14,r180t14a1,ok
180,15,r180t15a1,ok
180,16,r180t16a1,ok
180,17,r180t17a1,ok
180,18,r180t18a1,ok
180,19,r180t19a1,ok
180,20,r180t20a1,ok
180,21,r180t21a1,ok
180,22,r180t22a1,ok
180,23,r180t23a1,ok
180,24,r180t24a1,ok
180,25,r180t25a1,ok
180,26,r180t26a1,ok
180,27,r180t27a1,ok
180,28,r180t28a1,ok
180,29,r180t29a1,ok
180,30,r180t30a1,ok
180,31,r180t31a1,ok
180,32,r180t32a1,ok
180,33,r180t33a1,ok
180,34,r180t34a1,ok
180,35,r180t35a1,ok
180,36,r180t36a1,ok
