rep,trial_number,attempt_id,status
79,1,r79t01a1,ok
79,2,r79t02a1,ok
79,3,r79t03a1,ok
79,4,r79t04a1,ok
79,5,r79t05a1,ok
79,6,r79t06a1,ok
79,7,r79t07a1,ok
79,8,r79t08a1,ok
79,9,r79t09a1,ok
79,10,r79t10a1,ok
79,11,r79t11a1,ok
79,12,r79t12a1,ok
79,13,r79t13a1,ok
79,14,r79t14a1,ok
79,15,r79t15a1,ok
79,16,r79t16a1,ok
79,17,r79t17a1,ok
79,18,r79t18a1,ok
79,19,r79t19a1,ok
79,20,r79t20a1,ok
79,21,r79t21a1,ok
79,22,r79t22a1,ok
79,23,r79t23a1,ok
79,24,r79t24a1,ok
79,25,r79t25a1,ok
79,26,r79t26a1,ok
79,27,r79t27a1,ok
79,28,r79t28a1,ok
79,29,r79t29a1,ok
79,30,r79t30a1,ok
79,31,r79t31a1,ok
79,32,r79t32a1,ok
79,33,r79t33a1,ok
79,34,r79t34a1,ok
79,35,r79t35a1,ok
79,36,r79t36a1,ok
