rep,trial_number,attempt_id,status
141,1,r141t01a1,ok
141,2,r141t02a1,ok
141,3,r141t03a1,ok
141,4,r141t04a1,ok
141,5,r141t05a1,ok
141,6,r141t06a1,ok
141,7,r141t07a1,ok
141,8,r141t08a1,ok
141,9,r141t09a1,ok
141,10,r141t10a1,ok
141,11,r141t11a1,ok
141,12,r141t12a1,ok
141,13,r141t13a1,ok
141,14,r141t14a1,ok
141,15,r141t15a1,ok
141,16,r141t16a1,ok
141,17,r141t17a1,ok
141,18,r141t18a1,ok
141,19,r141t19a1,ok
141,20,r141t20a1,ok
141,21,r141t21a1,ok
141,22,r141t22a1,ok
141,23,r141t23a1,ok
141,24,r141t24a1,ok
141,25,r141t25a1,ok
141,26,r141t26a1,ok
141,27,r141t27a1,ok
141,28,r141t28a1,ok
141,29,r141t29a1,ok
141,30,r141t30a1,ok
141,31,r141t31a1,ok
141,32,r141t32a1,ok
141,33,r141t33a1,ok
141,34,r141t34a1,ok
141,35,r141t35a1,ok
141,36,r141t36a1,ok
