rep,trial_number,attempt_id,status
89,1,r89t01a1,ok
89,2,r89t02a1,ok
89,3,r89t03a1,ok
89,4,r89t04a1,ok
89,5,r89t05a1,ok
89,6,r89t06a1,ok
89,7,r89t07a1,ok
89,8,r89t08a1,ok
89,9,r89t09a1,ok
89,10,r89t10a1,ok
89,11,r89t11a1,ok
89,12,r89t12a1,ok
89,13,r89t13a1,ok
89,14,r89t14a1,ok
89,15,r89t15a1,ok
89,16,r89t16a1,ok
89,17,r89t17a1,ok
89,18,r89t18a1,ok
89,19,r89t19a1,ok
89,20,r89t20a1,ok
89,21,r89t21a1,ok
89,22,r89t22a1,ok
89,23,r89t23a1,ok
89,24,r89t24a1,ok
89,25,r89t25a1,ok
89,26,r89t26a1,ok
89,27,r89t27a1,ok
89,28,r89t28a1,ok
89,29,r89t29a1,ok
89,30,r89t30a1,ok
89,31,r89t31a1,ok
89,32,r89t32a1,ok
89,33,r89t33a1,ok
89,34,r89t34a1,ok
89,35,r89t35a1,ok
89,36,r89t36a1,ok
