rep,trial_number,attempt_id,status
143,1,r143t01a1,ok
143,2,r143t02a1,ok
143,3,r143t03a1,ok
143,4,r143t04a1,ok
143,5,r143t05a1,ok
143,6,r143t06a1,ok
143,7,r143t07a1,ok
143,8,r143t08a1,ok
143,9,r143t09a1,ok
143,10,r143t10a1,ok
143,11,r143t11a1,ok
143,12,r143t12a1,ok
143,13,r143t13a1,ok
143,14,r143t14a1,ok
143,15,r143t15a1,ok
143,16,r143t16a1,ok
143,17,r143t17a1,ok
143,18,r143t18a1,ok
143,19,r143t19a1,ok
143,20,r143t20a1,ok
143,21,r143t21a1,ok
143,22,r143t22a1,ok
143,23,r143t23a1,ok
143,24,r143t24a1,ok
143,25,r143t25a1,ok
143,26,r143t26a1,ok
143,27,r143t27a1,ok
143,28,r143t28a1,ok
143,29,r143t29a1,ok
143,30,r143t30a1,ok
143,31,r143t31a1,ok
143,32,r143t32a1,ok
143,33,r143t33a1,ok
143,34,r143t34a1,ok
143,35,r143t35a1,ok
143,36,r143t36a1,ok
