rep,trial_number,attempt_id,status
19,1,r19t01a1,ok
19,2,r19t02a1,ok
19,3,r19t03a1,ok
19,4,r19t04a1,ok
19,5,r19t05a1,ok
19,6,r19t06a1,ok
19,7,r19t07a1,ok
19,8,r19t08a1,ok
19,9,r19t09a1,ok
19,10,r19t10a1,ok
19,11,r19t11a1,ok
19,12,r19t12a1,ok
19,13,r19t13a1,ok
19,14,r19t14a1,ok
19,15,r19t15a1,ok
19,16,r19t16a1,ok
19,17,r19t17a1,ok
19,18,r19t18a1,ok
19,19,r19t19a1,ok
19,20,r19t20a1,ok
19,21,r19t21a1,ok
19,22,r19t22a1,ok
19,23,r19t23a1,ok
19,24,r19t24a1,ok
19,25,r19t25a1,ok
19,26,r19t26a1,ok
19,27,r19t27a1,ok
19,28,r19t28a1,ok
19,29,r19t29a1,ok
19,30,r19t30a1,ok
19,31,r19t31a1,ok
19,32,r19t32a1,ok
19,33,r19t33a1,ok
19,34,r19t34a1,ok
19,35,r19t35a1,ok
19,36,r19t36a1,ok
