rep,trial_number,attempt_id,status
3,1,r03t01a1,ok
3,2,r03t02a1,ok
3,3,r03t03a1,ok
3,4,r03t04a1,ok
3,5,r03t05a1,ok
3,6,r03t06a1,ok
3,7,r03t07a1,ok
3,8,r03t08a1,ok
3,9,r03t09a1,ok
3,10,r03t10a1,ok
3,11,r03t11a1,ok
3,12,r03t12a1,ok
3,13,r03t13a1,ok
3,14,r03t14a1,ok
3,15,r03t15a1,ok
3,16,r03t16a1,ok
3,17,r03t17a1,ok
3,18,r03t18a1,ok
3,19,r03t19a1,ok
3,20,r03t20a1,ok
3,21,r03t21a1,ok
3,22,r03t22a1,ok
3,23,r03t23a1,ok
3,24,r03t24a1,ok
3,25,r03t25a1,ok
3,26,r03t26a1,ok
3,27,r03t27a1,ok
3,28,r03t28a1,ok
3,29,r03t29a1,ok
3,30,r03t30a1,ok
3,31,r03t31a1,ok
3,32,r03t32a1,ok
3,33,r03t33a1,ok
3,34,r03t34a1,ok
3,35,r03t35a1,ok
3,36,r03t36a1,ok
