rep,trial_number,attempt_id,status
144,1,r144t01a1,ok
144,2,r144t02a1,ok
144,3,r144t03a1,ok
144,4,r144t04a1,ok
144,5,r144t05a1,ok
144,6,r144t06a1,ok
144,7,r144t07a1,ok
144,8,r144t08a1,ok
144,9,r144t09a1,ok
144,10,r144t10a1,ok
144,11,r144t11a1,ok
144,12,r144t12a1,ok
144,13,r144t13a1,ok
144,14,r144t14a1,ok
144,15,r144t15a1,ok
144,16,r144t16a1,ok
144,17,r144t17a1,ok
144,18,r144t18a1,ok
144,19,r144t19a1,ok
144,20,r144t20a1,ok
144,21,r144t21a1,ok
144,22,r144t22a1,ok
144,23,r144t23a1,ok
144,24,r144t24a1,ok
144,25,r144t25a1,ok
144,26,r144t26a1,ok
144,27,r144t27a1,ok
144,28,r144t28a1,ok
144,29,r144t29a1,ok
144,30,r144t30a1,ok
144,31,r144t31a1,ok
144,32,r144t32a1,ok
144,33,r144t33a1,ok
144,34,r144t34a1,ok
144,35,r144t35a1,ok
144,36,r144t36a1,ok
