rep,trial_number,attempt_id,status
72,1,r72t01a1,ok
72,2,r72t02a1,ok
72,3,r72t03a1,ok
72,4,r72t04a1,ok
72,5,r72t05a1,ok
72,6,r72t06a1,ok
72,7,r72t07a1,ok
72,8,r72t08a1,ok
72,9,r72t09a1,ok
72,10,r72t10a1,ok
72,11,r72t11a1,ok
72,12,r72t12a1,ok
72,13,r72t13a1,ok
72,14,r72t14a1,ok
72,15,r72t15a1,ok
72,16,r72t16a1,ok
72,17,r72t17a1,ok
72,18,r72t18a1,ok
72,19,r72t19a1,ok
72,20,r72t20a1,ok
72,21,r72t21a1,ok
72,22,r72t22a1,ok
72,23,r72t23a1,ok
72,24,r72t24a1,ok
72,25,r72t25a1,ok
72,26,r72t26a1,ok
72,27,r72t27a1,ok
72,28,r72t28a1,ok
72,29,r72t29a1,ok
72,30,r72t30a1,ok
72,31,r72t31a1,ok
72,32,r72t32a1,ok
72,33,r72t33a1,ok
72,34,r72t34a1,ok
72,35,r72t35a1,ok
72,36,r72t36a1,ok
