rep,trial_number,attempt_id,status
237,1,r237t01a1,ok
237,2,r237t02a1,ok
237,3,r237t03a1,ok
237,4,r237t04a1,ok
237,5,r237t05a1,ok
237,6,r237t06a1,ok
237,7,r237t07a1,ok
237,8,r237t08a1,ok
237,9,r237t09a1,ok
237,10,r237t10a1,ok
237,11,r237t11a1,ok
237,12,r237t12a1,ok
237,13,r237t13a1,ok
237,14,r237t14a1,ok
237,15,r237t15a1,ok
237,16,r237t16a1,ok
237,17,r237t17a1,ok
237,18,r237t18a1,ok
237,19,r237t19a1,ok
237,20,r237t20a1,ok
237,21,r237t21a1,ok
237,22,r237t22a1,ok
237,23,r237t23a1,ok
237,24,r237t24a1,ok
237,25,r237t25a1,ok
237,26,r237t26a1,ok
237,27,r237t27a1,ok
237,28,r237t28a1,ok
237,29,r237t29a1,ok
237,30,r237t30a1,ok
237,31,r237t31a1,ok
237,32,r237t32a1,ok
237,33,r237t33a1,ok
237,34,r237t34a1,ok
237,35,r237t35a1,ok
237,36,r237t36a1,ok
