rep,trial_number,attempt_id,status
99,1,r99t01a1,ok
99,2,r99t02a1,ok
99,3,r99t03a1,ok
99,4,r99t04a1,ok
99,5,r99t05a1,ok
99,6,r99t06a1,ok
99,7,r99t07a1,ok
99,8,r99t08a1,ok
99,9,r99t09a1,ok
99,10,r99t10a1,ok
99,11,r99t11a1,ok
99,12,r99t12a1,ok
99,13,r99t13a1,ok
99,14,r99t14a1,ok
99,15,r99t15a1,ok
99,16,r99t16a1,ok
99,17,r99t17a1,ok
99,18,r99t18a1,ok
99,19,r99t19a1,ok
99,20,r99t20a1,ok
99,21,r99t21a1,ok
99,22,r99t22a1,ok
99,23,r99t23a1,ok
99,24,r99t24a1,ok
99,25,r99t25a1,ok
99,26,r99t26a1,ok
99,27,r99t27a1,ok
99,28,r99t28a1,ok
99,29,r99t29a1,ok
99,30,r99t30a1,ok
99,31,r99t31a1,ok
99,32,r99t32a1,ok
99,33,r99t33a1,ok
99,34,r99t34a1,ok
99,35,r99t35a1,ok
99,36,r99t36a1,ok
